User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:53:52Z,ec2.amazonaws.com,DeleteSubnet,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/4.48.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.162 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-0fd6e22c61f423c61""}]",1c4b196d-f127-400b-b71a-1c17ca14ba03,15743dfe-c09c-486e-ba44-bca53a3f0e7a,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:53:52Z,iam.amazonaws.com,DeleteRole,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/4.48.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.162 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""iam_for_lambda""}]",76fa4ef3-58ff-41e4-86c6-fa678c02f9b4,b21f99b2-f0a3-491e-81fd-2646e45ae2ba,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:53:52Z,ec2.amazonaws.com,DeleteVpc,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/4.48.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.162 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-082c560813f721b2f""}]",f1224951-d31b-437f-b5a4-4974d037054e,cd123c14-750b-4059-ab41-3d77da25834a,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:53:51Z,lambda.amazonaws.com,RemovePermission20150331v2,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/4.48.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.162 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""lambda_function""}]",fa61c868-b4c4-44c6-8dbe-31e135139aaf,1f6e320b-871f-4079-a49b-230df404c780,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:53:51Z,iam.amazonaws.com,DetachRolePolicy,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/4.48.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.162 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::584851961681:policy/lambda_logging""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""iam_for_lambda""}]",1e912f00-07c6-46a9-ad90-4e5b9caa6dd0,2bf32cf4-b9d1-4322-b586-3af9ea77dc3d,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:53:51Z,logs.amazonaws.com,DeleteLogGroup,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/4.48.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.162 (go1.19.3; darwin; amd64),,[],4e09a916-6cd6-4fce-aa12-af28a7c5fbc6,8ad64743-01e7-4c74-8345-3cd46da2492c,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:53:51Z,iam.amazonaws.com,DeletePolicy,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/4.48.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.162 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::584851961681:policy/lambda_logging""}]",a58d4d2e-d87d-4bad-ac56-e47ddcfe4d8a,a8eef3ea-2cb7-481c-a988-afbc18b75c37,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:53:51Z,lambda.amazonaws.com,DeleteFunction20150331,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/4.48.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.162 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""lambda_function""}]",457bc92c-0a04-4364-9ef1-92d3dc16f35d,c2e7f0dc-07e6-43c2-9c55-516cd3b46ca8,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:53:51Z,events.amazonaws.com,RemoveTargets,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/4.48.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.162 (go1.19.3; darwin; amd64),,[],3a9b2a4a-26bf-47e5-b7e0-d45640eaf814,ca9126a5-617e-44c2-b731-a3b95d2194f0,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:53:51Z,events.amazonaws.com,DeleteRule,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/4.48.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.162 (go1.19.3; darwin; amd64),,[],c145f0a9-3b3d-4dd9-a96d-3011ade32db7,da5166cd-aadf-461b-960a-200defc00454,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:46:59Z,ec2.amazonaws.com,CreateSubnet,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/3.76.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.157 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-082c560813f721b2f""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-0fd6e22c61f423c61""}]",42e13d34-d7d6-44cd-8761-16bab2f02d14,4838e4a9-42f0-4a1a-ac1d-f72639bbfe7f,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:46:57Z,ec2.amazonaws.com,DeleteVpc,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/3.76.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.157 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-01bc93ca577beea20""}]",22a71585-c17a-4803-95d8-78497dbedbe0,6434edec-18f6-4589-9445-2c88d9123529,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:46:56Z,ec2.amazonaws.com,DeleteSubnet,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/3.76.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.157 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-087538312c6595bcc""}]",0083d18d-12e1-4239-992c-03cb8e5b1679,60a695fe-db37-42e1-bf2d-5639703c03e0,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:46:56Z,ec2.amazonaws.com,CreateVpc,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/3.76.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.157 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-082c560813f721b2f""}]",f2b3e2ae-df26-4f42-89b2-fdb90b6eab0f,abe6cb0f-e7fc-40c9-a5af-57ee0e1f2f6f,false,AwsApiCall,584851961681,Management
lambda_function,ASIAYQK7EW5IZN2JEAGF,2022-12-24T08:18:26Z,logs.amazonaws.com,CreateLogStream,us-east-1,18.212.112.195,awslambda-worker/1.0 rusoto/0.48.0 rust/1.65.0 linux,ResourceNotFoundException,[],32f16050-a82c-4c0f-a1c2-8430231fca3b,3e62439e-20e3-4e82-9421-009d0fc625da,false,AwsApiCall,584851961681,Management
lambda_function,ASIAYQK7EW5IZN2JEAGF,2022-12-24T08:18:26Z,logs.amazonaws.com,CreateLogGroup,us-east-1,18.212.112.195,awslambda-worker/1.0 rusoto/0.48.0 rust/1.65.0 linux,,[],b7e24f5d-c356-4913-b93f-09a5f09876f4,c5d6e71c-c4be-4bd2-abeb-d79df2047d00,false,AwsApiCall,584851961681,Management
lambda_function,ASIAYQK7EW5IZN2JEAGF,2022-12-24T08:18:26Z,logs.amazonaws.com,CreateLogStream,us-east-1,18.212.112.195,awslambda-worker/1.0 rusoto/0.48.0 rust/1.65.0 linux,,[],88c194c3-1268-41f9-85f6-19a8f4871f97,e3e2e693-5537-424c-9896-620d3306d0c0,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:17:49Z,events.amazonaws.com,PutTargets,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/3.76.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.157 (go1.19.3; darwin; amd64),,[],ba3ab569-43f1-4783-9a1b-870902c18f25,13f65b85-7f5f-4c80-a1db-dc66c148be3d,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:17:49Z,lambda.amazonaws.com,AddPermission20150331v2,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/3.76.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.157 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""lambda_function""}]",2e12d2b4-46ab-4f7d-aaf3-c7e7816a13d0,16ed35a4-31f3-43f9-866c-ac1513a53074,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:17:48Z,logs.amazonaws.com,CreateLogGroup,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/3.76.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.157 (go1.19.3; darwin; amd64),,[],3ee51428-150b-464a-a628-fbc789d59f92,1f51595d-c838-4b47-8e62-1590a0b70cca,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:17:48Z,logs.amazonaws.com,PutRetentionPolicy,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/3.76.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.157 (go1.19.3; darwin; amd64),,[],b74211dc-1c44-4993-a1a6-cf8699adfd33,4a68dff8-35e0-4eaf-bafb-b582bfbf7bdb,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:17:48Z,events.amazonaws.com,PutRule,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/3.76.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.157 (go1.19.3; darwin; amd64),,[],644346e8-dc20-4c8d-92b3-635da9fe605c,93fe8357-ac4f-46ff-b65c-6ffff18c3289,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:17:42Z,lambda.amazonaws.com,CreateFunction20150331,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/3.76.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.157 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""lambda_function""}]",e2c87939-97f3-46e4-b1bd-473da6fb5ddc,48d6f205-c1d5-43f5-9a64-fa89902234f8,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:17:38Z,lambda.amazonaws.com,CreateFunction20150331,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/3.76.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.157 (go1.19.3; darwin; amd64),InvalidParameterValueException,[],de5afe94-26b4-4ed4-8add-b16f4da79106,3a56eb4f-accc-4b9f-a6b9-0a978bf9f5e0,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:17:35Z,ec2.amazonaws.com,CreateSubnet,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/3.76.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.157 (go1.19.3; darwin; amd64),,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-01bc93ca577beea20""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-087538312c6595bcc""}]",242b8ba5-5666-464b-911b-bc604ee05fa0,52deb5ec-bf7c-4855-b545-47a541acd09c,false,AwsApiCall,584851961681,Management
girmag,AKIAYQK7EW5IYSROX6WA,2022-12-24T08:17:35Z,lambda.amazonaws.com,CreateFunction20150331,us-east-1,99.190.8.56,APN/1.0 HashiCorp/1.0 Terraform/1.3.6 (+https://www.terraform.io) terraform-provider-aws/3.76.0 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.157 (go1.19.3; darwin; amd64),InvalidParameterValueException,[],9ad141f8-9bf9-43b1-9399-93b415a337bd,cebb4727-7f52-409b-b432-929e5ba33dee,false,AwsApiCall,584851961681,Management
